name,price,package_size,serving_size,calories_per_serving,calculated_calories,serves_about,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Added Sugars,Protein,Vitamin D,Calcium,Iron,Potassium,Polyunsaturated Fat,Monounsaturated Fat,Vitamin A,Vitamin C,Insoluble Fiber,Soluble Fiber,Thiamin,Riboflavin,Niacin,Vitamin B6,Folate,Folic Acid,Vitamin B12,Zinc,Pantothenic Acid,Phosphorus,Calories from Fat,Trans Fat 0g,† As prepared with unsalted butter and salt.,Added SugarsƗ,Ɨ One  serving adds 16g of sugar to your diet and represents  32% of the Daily Value for Added Sugars
Vegan Pepperoni,$4.99,5 Oz,30 g,70.0,82.0,4.5,6 g,1.0 g,0 g,0 mg,310 mg,3 g,0 g,0 g,0 g,4 g,0.0 mcg,20 mg,0.2 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Organic Garlic Bread,$3.99,12 Oz,56 g,170.0,161.0,6,5 g,2.5 g,0 g,0 mg,330 mg,25 g,1 g,0 g,0 g,4 g,0.0 mcg,10 mg,0.4 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Yellow Cling Peach Halves,$4.79,24.7 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reduced Guilt Spinach & Kale Greek Yogurt Dip,$4.49,16 Oz,28 g,30.0,30.0,16,2.0 g,0 g,0 g,5 mg,150 mg,2 g,1 g,1 g,0 g,1 g,0.0 mcg,40 mg,0.2 mg,70 mg,,,,,,,,,,,,,,,,,,,,,
Cauliflower Slims,$3.99,4.5 Oz,64 g,200.0,93.0,2,5 g,3 g,0 g,70 mg,260 mg,3 g,2 g,1 g,0 g,9 g,0 mcg,200 mg,0.8 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Black Peppercorns with Grinder,$2.49,1.8 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pizza Party Potato Chips,$2.69,6 Oz,28 g,140.0,139.0,6,7 g,0.5 g,0 g,0 mg,130 mg,17 g,1 g,1 g,0 g,2 g,0.0 mcg,10 mg,0.6 mg,460 mg,,,,,,,,,,,,,,,,,,,,,
Mini Mochi Rice Nuggets,$1.99,3.5 Oz,33 g,200.0,207.0,3,15 g,3.5 g,0 g,0 mg,105 mg,17 g,0 g,0 g,0 g,1 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Dolmas,$3.49,9.86 Oz,84 g,120.0,110.0,3,6 g,1.0 g,0 g,0 mg,420 mg,12 g,2 g,1 g,0 g,2 g,0.0 mcg,50 mg,0.8 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
French Vanilla Ice Cream,$4.49,1 Qt,140 g,330.0,329.0,6,21 g,12 g,0.5 g,130 mg,65 mg,30 g,0 g,28 g,24 g,5 g,1.0 mcg,150 mg,0.4 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Finely Shredded Lite Mexican Style Cheese Blend,$3.99,12 Oz,28 g,80.0,76.0,12,4.0 g,2.5 g,0 g,15 mg,170 mg,2 g,0 g,0 g,0 g,8 g,0 mcg,250 mg,0 mg,20 mg,,,80 mcg,,,,,,,,,,,,,,,,,,
Colossal Olives Stuffed with Garlic Cloves,$4.49,16 Fl Oz,9.5 g,15.0,13.0,30,1 g,0 g,0 g,0 mg,150 mg,1 g,1 g,0 g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Crunchy Peanut Butter Salted,$2.49,16 Oz,32 g,190.0,204.0,14,16 g,2.5 g,0 g,0 mg,140 mg,7 g,3 g,2 g,0 g,8 g,0.0 mcg,20 mg,0.5 mg,200 mg,3.0 g,8 g,,,,,,,,,,,,,,,,,,,
The Dark Chocolate Lover's Chocolate Bar,$2.29,3.5 Oz,31 g,190.0,187.0,3,15 g,9 g,0 g,0 mg,0 mg,10 g,4 g,5 g,5 g,3 g,0.0 mcg,40 mg,0.6 mg,180 mg,,,,,,,,,,,,,,,,,,,,,
Brownie Truffle Baking Mix,$3.79,16 Oz,28 g,180.0,118.5,16,2.5 g,1.5 g,0 g,0 mg,65 mg,23 g,1 g,16 g,16 g,1 g,0.1 mcg,10 mg,2.0 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Black Garlic Cream Cheese Spread,$2.79,8 Oz,30 g,100.0,97.0,8,9 g,6 g,0 g,30 mg,170 mg,2 g,0 g,1 g,0 g,2 g,0.2 mcg,30 mg,0.1 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Valentine Sprinkle,$1.99,3.5 Oz,4 g,15.0,16.0,25,0 g,0 g,0 g,0 mg,0 mg,4 g,0 g,3 g,3 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Thai Peanut Satay Sauce,$2.29,8.1 Oz,34 g,80.0,84.5,7,4.5 g,2.5 g,0 g,0 mg,270 mg,9 g,1 g,5 g,4 g,2 g,0.0 mcg,10 mg,0.4 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Egg Salad,$4.99,10 Oz,100 g,220.0,211.0,3,19 g,3.0 g,0 g,220 mg,330 mg,3 g,1 g,2 g,0 g,7 g,,,,,,,,,,,,,,,,,,,,,,,,,
Snickerdoodle Cookies,$4.99,14 Oz,33 g,150.0,146.0,12,6 g,3.5 g,0 g,10 mg,220 mg,21 g,0 g,9 g,9 g,2 g,0.1 mcg,10 mg,0.1 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Chocolatey Dipping Kit,$0.01,8 Oz,28 g,150.0,152.0,8,8 g,6 g,0 g,0 mg,10 mg,19 g,1 g,17 g,15 g,1 g,0.0 mcg,20 mg,0.9 mg,70 mg,,,,,,,,,,,,,,,,,,,,,
Caramel Palmiers,$2.49,3.52 Oz,33 g,180.0,182.0,3,10 g,7 g,0 g,25 mg,150 mg,21 g,0 g,9 g,9 g,2 g,0.0 mcg,10 mg,0.2 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Cinnamon Sugar Almonds,$3.99,8 Oz,30 g,150.0,152.0,8,8 g,5 g,0 g,0 mg,80 mg,18 g,0 g,17 g,15 g,2 g,0.0 mcg,40 mg,0.3 mg,90 mg,,,,,,,,,,,,,,,,,,,,,
Calamansi & Mango Sorbet,$3.79,1 Pint,140 g,480.0,160.0,3,0 g,0 g,0 g,0 mg,10 mg,40 g,1 g,35 g,32 g,0 g,0.1 mcg,10 mg,0.1 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Chocolate Cheesecake Bites,$4.99,8.2 Oz,232 g,70.0,72.0,1,4.0 g,2.0 g,0 g,15 mg,55 mg,8 g,0 g,5 g,58 g,1 g,0.1 mcg,10 mg,0.4 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Beer Bread Mix,$2.99,19 Oz,30 g,130.0,104.5,18,0.5g,0 g,0 g,0 mg,240mg,23g,1g,5g,4g,2g,0.0mcg,10mg,1.2mg,20mg,,,,,,,,,,,,,,,,,,,,,
Creamy Spinach & Artichoke Dip,$3.79,8.8 Oz,30 g,40.0,43.0,8,3.0 g,1.5 g,0 g,10 mg,125 mg,2 g,0 g,0 g,0 g,2 g,0.0 mcg,50 mg,0.2 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Covered Cherries,$6.49,12 Oz,30 g,130.0,143.0,11,7 g,4.5 g,0 g,0 mg,0 mg,19 g,2 g,15 g,10 g,1 g,0.0 mcg,20 mg,2.2 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Sea Scallops,$17.99,16 Oz,113 g,90.0,96.0,4,0 g,0 g,0 g,30 mg,160 mg,3 g,0 g,0 g,0 g,21 g,0.0 mcg,10 mg,0.0 mg,420 mg,,,,,,,,,,,,,,,,,,,,,
Aglio Olio Seasoning Blend,$2.49,1.7 Oz,1 g,0.0,0.0,48,0 g,0 g,0 g,0 mg,115 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.1 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Kanom Krok Thai Coconut Pancakes,$3.29,6.35 Oz,180 g,450.0,249.0,1,13 g,11 g,0 g,0 mg,250 mg,31 g,1 g,8 g,6 g,2 g,0.0 mcg,10 mg,0.6 mg,150 mg,,,,,,,,,,,,,,,,,,,,,
Jalapeño & Cream Cheese Crispy Wontons,$4.99,7.5 Oz,89 g,720.0,303.0,2.5,19 g,9 g,0 g,35 mg,460 mg,27 g,3 g,3 g,0 g,6 g,0.0 mcg,70 mg,0.5 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
Garlic Shiitake Green Beans,$2.69,10.58 Oz,110 g,190.0,70.0,2.5,2.0 g,0 g,0 g,0 mg,390 mg,11 g,4 g,5 g,2 g,2 g,0.0 mcg,40 mg,0.8 mg,210 mg,,,,,,,,,,,,,,,,,,,,,
Spring Rolls with Tofu,$5.49,7 Oz,198 g,270.0,274.0,1,10 g,2.0 g,0 g,0 mg,300 mg,38 g,1 g,8 g,6 g,8 g,0.0 mcg,90 mg,2.5 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Spring Rolls with Shrimp,$5.99,7 Oz,198 g,240.0,246.0,1,6 g,1.0 g,0 g,60 mg,370 mg,38 g,3 g,10 g,6 g,10 g,0.0 mcg,80 mg,1.6 mg,190 mg,,,,,,,,,,,,,,,,,,,,,
A Handful of Tiny Dark Chocolate Covered Pretzels,$1.19,2.5 Oz,28 g,350.0,138.0,2.5,6 g,4.0 g,0 g,0 mg,150 mg,19 g,2 g,10 g,10 g,2 g,0.0 mcg,10 mg,1.0 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Brown Sugar Cardamom Buns,$4.49,8.46 Oz,120 g,890.0,445.0,2,21 g,9 g,0 g,15 mg,310 mg,59 g,2 g,32 g,30 g,5 g,0.6 mcg,60 mg,0.0 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
Uncured Pastrami,$6.49,8 Oz,56 g,70.0,74.0,4,2.0 g,1.0 g,0 g,30 mg,440 mg,2 g,1 g,0 g,0 g,12 g,0.0 mcg,20 mg,1.1 mg,460 mg,,,,,,,,,,,,,,,,,,,,,
Double Cream Brie,$7.99,1 Lb,28 g,110.0,110.0,,10g,6g,0g,25mg,200mg,0g,0g,0g,0g,5g,,,,,,,,,,,,,,,,,,,,,,,,,
Organic Seeded Bread,$3.69,24 Oz,43 g,140.0,149.0,16,5 g,0.5 g,0 g,0 mg,210 mg,20 g,3 g,4 g,4 g,6 g,0.3 mcg,60 mg,1.3 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
All Butter Shortbread Sandwich Cookies with Raspberry Filling,$2.99,5.29 Oz,30 g,140.0,138.0,5,6 g,4.0 g,0 g,20 mg,35 mg,20 g,0 g,8 g,8 g,1 g,0.0 mcg,20 mg,0.2 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Chocolate Almond Biscotti,$4.79,8 Oz,28 g,110.0,111.5,8,3.5 g,1.0 g,0 g,15 mg,60 mg,18 g,1 g,10 g,10 g,2 g,0.0 mcg,10 mg,0.8 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Rosatella Pasta Sauce,$3.99,14.5 Oz,125 g,180.0,170.0,3.5,14 g,9 g,0 g,30 mg,640 mg,8 g,2 g,4 g,2 g,3 g,,,,,,,,,,,,,,,,,,,,,,,,,
Bourbon Vanilla Bean Paste,$4.99,4 Oz,5 g,15.0,12.0,23,0 g,0 g,0 g,0 mg,0 mg,3 g,0 g,3 g,3 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Baingan Bharta,$3.49,10 Oz,142 g,310.0,168.0,2,12 g,1.5 g,0 g,0 mg,470 mg,13 g,6 g,7 g,0 g,2 g,0.0 mcg,60 mg,1.0 mg,350 mg,,,,,,,,,,,,,,,,,,,,,
Jersey Gouda,$12.99,1 Lb,28 g,130.0,127.0,,11 g,9 g,0 g,30 mg,210 mg,0 g,0 g,0 g,0 g,7 g,0.0 mcg,200 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Pita Bite Crackers,$2.99,6 Oz,30 g,130.0,128.0,6,4.0 g,0 g,0 g,0 mg,150 mg,20 g,1 g,1 g,0 g,3 g,0.0 mcg,10 mg,1.3 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Italian Bomba Hot Pepper Sauce,$3.49,6.7 Oz,28 g,60.0,58.0,7,6 g,0.5 g,0 g,0 mg,190 mg,1 g,0 g,1 g,0 g,0 g,0.0 mcg,10 mg,0.1 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Organic Ancient Grain & Seed Bread,$3.99,20 Oz,27 g,70.0,73.5,21,1.5 g,0 g,0 g,0 mg,90 mg,12 g,2 g,2 g,2 g,3 g,0.0 mcg,20 mg,0.7 mg,60 mg,,,,,,,,,,,,,,,,,,,,,
Icelandic Style Skyr Lowfat Raspberry Yogurt,$1.19,5.3 Oz,150 g,120.0,122.0,1,2.0 g,1.5 g,0 g,15 mg,50 mg,11 g,0 g,7 g,5 g,15 g,0.0 mcg,150 mg,0.1 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
Icelandic Style Skyr Lowfat Cherry Yogurt,$1.19,5.3 Oz,150 g,130.0,130.0,1,2.0 g,1.0 g,0 g,15 mg,50 mg,12 g,0 g,7 g,5 g,16 g,0.0 mcg,190 mg,0.0 mg,210 mg,,,,,,,,,,,,,,,,,,,,,
Icelandic Style Skyr Lowfat Vanilla Yogurt,$1.19,5.3 Oz,150 g,130.0,126.0,1,2.0 g,1.5 g,0 g,15 mg,50 mg,12 g,0 g,8 g,5 g,15 g,0.0 mcg,190 mg,0.0 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Chicken Meatballs,$3.99,12 Oz,85 g,150.0,153.0,4,9 g,2.0 g,0 g,80 mg,300 mg,2 g,0 g,0 g,0 g,16 g,0.0 mcg,20 mg,1.3 mg,480 mg,,,,,,,,,,,,,,,,,,,,,
Tarte aux Champignons,$4.79,9.52 Oz,135 g,580.0,292.0,2,12 g,8 g,0 g,25 mg,640 mg,36 g,3 g,3 g,0 g,10 g,0.0 mcg,170 mg,0.0 mg,170 mg,,,,,,,,,,,,,,,,,,,,,
"Shaved Parmesan, Romano & Asiago Cheeses",$3.49,5 Oz,5 g,20.0,17.5,28,1.5 g,1.0 g,0 g,5 mg,50 mg,0 g,0 g,0 g,0 g,1 g,0.0 mcg,50 mg,0.0 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Organic Brown Rice & Quinoa Fusilli Pasta,$3.49,16 Oz,56 g,200.0,201.5,8,1.5 g,0 g,0 g,0 mg,0 mg,43 g,2 g,1 g,0 g,4 g,0.0 mcg,10 mg,1.1 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
Meyer Lemons,$1.99,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Grapefruit, 5lb bag",$5.99,5 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweet & Salty Umami Crunchies Rice Crackers,$2.99,6.35 Oz,28 g,150.0,157.0,6,9 g,2.0 g,0 g,0 mg,230 mg,17 g,0 g,3 g,3 g,2 g,0.0 mcg,0 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Double Cream Gouda Cheese,$9.99,1 Lb,28 g,110.0,109.0,,9g,6g,0g,30mg,200mg,2g,0g,0g,0g,5g,,,,,,,,,,,,,,,,,,,,,,,,,
Feta Cheese,$3.49,8 Oz,28 g,70.0,60.5,8,4.5 g,3.0 g,0 g,20 mg,310 mg,0 g,0 g,0 g,0 g,5 g,0.0 mcg,80 mg,0.0 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Almost Everything Bagels,$2.69,22 Oz,104 g,260.0,257.0,6,1 g,0 g,0 g,0 mg,480 mg,52 g,2 g,5 g,5 g,10 g,0.0 mcg,36 mg,3 mg,115 mg,,,,,,,,,,,,,,,,,,,,,
Papadums Lentil and Chickpea Crisps,$2.69,5 Oz,28 g,140.0,144.0,5,8 g,4.0 g,0 g,0 mg,210 mg,13 g,3 g,1 g,0 g,5 g,0.0 mcg,30 mg,1.1 mg,250 mg,,,,,,,,,,,,,,,,,,,,,
Sweetened Green Mango,$2.49,6 Oz,40 g,140.0,140.0,4,0 g,0 g,0 g,0 mg,60 mg,35 g,1 g,28 g,11 g,0 g,0.0 mcg,40 mg,0.2 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Fruits & Greens Smoothie Blend,$3.99,16 Oz,140 g,80.0,88.5,3,0.5 g,0 g,0 g,0 mg,15 mg,19 g,4 g,12 g,0 g,2 g,0.0 mcg,40 mg,0.8 mg,310 mg,,,,,,,,,,,,,,,,,,,,,
Plain Bagels,$2.69,22 Oz,104 g,250.0,265.0,6,1.0 g,0 g,0 g,0 mg,310 mg,53 g,2 g,4 g,3 g,11 g,0.0 mcg,40 mg,3.1 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Tofu Sheets,$2.99,6.35 Oz,90 g,300.0,147.0,2,7 g,1.0 g,0 g,0 mg,15 mg,6 g,0 g,2 g,0 g,15 g,0.0 mcg,40 mg,1.7 mg,200 mg,,,,,,,,,,,,,,,,,,,,,
Tortilla Española,$5.49,21.16 Oz,100 g,150.0,143.0,6,7 g,1.0 g,0 g,145 mg,320 mg,15 g,2 g,2 g,0 g,5 g,0.2 mcg,30 mg,0.8 mg,320 mg,,,,,,,,,,,,,,,,,,,,,
Rice Vinegar,$2.49,16.9 Fl Oz,15 mL,0.0,0.0,33,0 g,,,,0 mg,0 g,,,,0 g,,,,,,,,,,,,,,,,,,,,,,,,,
Spicy Peanutty Noodle Bowl with Chicken,$3.49,10.8 Oz,306 g,500.0,503.0,1,23 g,3.5 g,0 g,35 mg,820 mg,55 g,4 g,15 g,13 g,19 g,0.1 mcg,70 mg,13.0 mg,490 mg,,,,,,,,,,,,,,,,,,,,,
Organic Ground Black Pepper,$1.99,2 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Salt Fine Crystals,$1.99,26.5 Oz,1.5 g,0.0,0.0,500,0 g,0 g,0 g,0 mg,590 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Wild Sockeye Smoked Salmon,$7.99,4 Oz,57 g,150.0,79.0,2,3 g,0 g,0 g,15 mg,740 mg,0 g,0 g,0 g,0 g,13 g,17.8 mcg,0 mg,0.2 mg,240 mg,,,,,,,,,,,,,,,,,,,,,
Whipped Cream Cheese,$2.29,8 Oz,20 g,70.0,71.0,11,7 g,4.0 g,0 g,20 mg,70 mg,1 g,0 g,1 g,0 g,1 g,0 mcg,0 mg,0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Cream Cheese,$1.99,8 Oz,28 g,90.0,93.0,8,9 g,6 g,0 g,30 mg,95 mg,2 g,0 g,1 g,0 g,1 g,0 mcg,27 mg,0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Everything Bagels,$2.99,18 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plain Bagels,$2.49,18 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Raisin Bagels,$2.49,18 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cinnamon Swirl Raisin Bagels,$2.99,18 Oz,85 g,230.0,240.5,6,0.5 g,0 g,0 g,0 mg,330 mg,51 g,3 g,12 g,11 g,8 g,0.0 mcg,80 mg,2.5 mg,140 mg,,,,,,,,,,,,,,,,,,,,,
Challah Braided Egg Bread,$3.29,16 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Petit Fours Mousse Cakes,$4.99,7 Oz,198 g,140.0,140.0,1,8 g,3.5 g,0 g,10 mg,75 mg,16 g,0 g,9 g,9 g,1 g,0.1 mcg,20 mg,0.4 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Apple Tatin Tartelettes,$4.99,10.58 Oz,150 g,440.0,215.0,2,7 g,4.5 g,0 g,20 mg,40 mg,36 g,3 g,27 g,14 g,2 g,0.0 mcg,10 mg,0.1 mg,120 mg,,,,,,,,,,,,,,,,,,,,,
Hardwood Smoked Pulled Pork,$8.99,16 Oz,84 g,200.0,195.0,5,11 g,4.0 g,0 g,70 mg,115 mg,4 g,0 g,3 g,3 g,20 g,0.8 mcg,20 mg,1.2 mg,280 mg,,,,,,,,,,,,,,,,,,,,,
Beef Bulgogi,$11.99,16 Oz,140 g,280.0,280.0,3,16 g,7 g,1.0 g,65 mg,740 mg,13 g,0 g,9 g,9 g,21 g,0.1 mcg,20 mg,2.5 mg,280 mg,,,,,,,,,,,,,,,,,,,,,
Hardwood Smoked Pulled Chicken,$8.99,16 Oz,84 g,110.0,106.0,5,2.0 g,0.5 g,0 g,70 mg,200 mg,1 g,0 g,0 g,0 g,21 g,0.0 mcg,0 mg,0.4 mg,280 mg,,,,,,,,,,,,,,,,,,,,,
Meatless Breakfast Sausage Patties,$3.99,8 Oz,38 g,70.0,71.0,6,3.0 g,0 g,0 g,0 mg,210 mg,4 g,2 g,0 g,0 g,7 g,0.0 mcg,30 mg,0.9 mg,160 mg,,,,,,,,,,,,,,,,,,,,,
Italian Tiramisu,$4.99,13.05 Oz,185 g,810.0,395.0,2,23 g,14 g,0.5 g,305 mg,180 mg,36 g,2 g,21 g,20 g,11 g,0.5 mcg,100 mg,1.7 mg,300 mg,,,,,,,,,,,,,,,,,,,,,
Vegan Heavy Whipping Cream Alternative,$3.99,16.9 Fl Oz,15 mL,45.0,40.5,33,4.5 g,3.5 g,0 g,0 mg,5 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Gluten Free Candy Cane Joe-Joe's,$4.49,12 Oz,26 g,120.0,125.0,13,5 g,2.5 g,0 g,0 mg,75 mg,19 g,1 g,11 g,10 g,1 g,0.0 mcg,0 mg,0.6 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Stars,$4.99,16 Oz,30 g,140.0,155.0,15,7g,4g,0g,0mg,55mg,21g,1g,11g,11g,2g,0mcg,10mg,2.1mg,90mg,,,,,,,,,,,,,,,,,,,,,
Cranberry Butter Cookies,$2.99,4.93 Oz,28 g,130.0,138.0,5,6 g,4.0 g,0 g,15 mg,50 mg,19 g,0 g,9 g,8 g,2 g,0.2 mcg,10 mg,0.3 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Scalloped Cracker Trio,$3.99,16.4 Oz,28 g,120.0,121.0,6,5 g,0 g,0 g,0 mg,150 mg,17g,1 g,1 g,0 g,2 g,0.0 mcg,10 mg,1.0 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
Uncured Bacon Porchetta Pork Roast,$8.49,1 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josie's Mandarins,$3.49,2 Lb,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vegan Gingerbread Loaf,$2.99,15 Oz,56 g/,170.0,172.0,8,4.0 g,0 g,0 g,0 mg,280 mg,32 g,1 g,17 g,17 g,2 g,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Fougasse,$3.49,12 Oz,56 g/,130.0,130.0,6,2.0 g,0 g,0 g,0 mg,340 mg,24 g,1 g,0 g,0 g,4 g,0.0 mcg,10 mg,1.9 mg,40 mg,,,,,,,,,,,,,,,,,,,,,
Pecan Pie,$9.99,24 Oz,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Cranberry Pistachio Biscotti,$4.49,9 Oz,32 g,130.0,128.5,8,4.5 g,2.0 g,0 g,20 mg,40 mg,20 g,1 g,12 g,11 g,2 g,0.1 mcg,10 mg,0.7 mg,50 mg,,,,,,,,,,,,,,,,,,,,,
Gingerbread House Kit,$8.99,26.4 Oz,30 g,110.0,130.0,25,2.0 g,0 g,0 g,0 mg,0 mg,27 g,1g g,20 g,17 g,1 g,0.2 mcg,0 mg,0.2 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Astouding Multi-flavor Mini Pretzels,$7.99,16 Oz,32 g,150.0,159.0,14,7 g,4.5 g,0 g,0 mg,170 mg,22 g,1 g,13 g,12 g,2 g,0.0 mcg,20 mg,1.0 mg,100 mg,,,,,,,,,,,,,,,,,,,,,
Peppermint Flavored Baking Chips,$3.49,10 Oz,15 g,80.0,80.0,19,4.0 g,3.5 g,0 g,0 mg,5 mg,11 g,0 g,10 g,10 g,0 g,0.0 mcg,10 mg,0.0 mg,20 mg,,,,,,,,,,,,,,,,,,,,,
Dark Chocolate Covered Peppermint Cremes,$3.99,7 Oz,26 G,110.0,115.5,8,3.5 g,2.0 g,0 g,0 mg,20 mg,20 g,1 g,20 g,20 g,1 g,0.0 mcg,0 mg,0.6 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Scandinavian Tidings,$3.49,14 Oz,30 g,100.0,104.0,13,0 g,0 g,0 g,0 mg,20 mg,26 g,0 g,19 g,19 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Taste Test of Caramels,$6.99,6.56 Oz,31 g,160.0,161.0,6,9g,6g,0g,0mg,25mg,18g,2g,16g,16g,2g,0mcg,30mg,2mg,120mg,,,,,,,,,,,,,,,,,,,,,
Family Style Meat Lasagna,$6.99,32 Oz,227 g,320.0,314.0,4,14 g,7 g,0 g,55 mg,720 mg,26 g,2 g,5 g,1 g,21 g,0.1 mcg,250 mg,1.6 mg,460 mg,,,,,,,,,,,,,,,,,,,,,
Mini Quiche Duo,$4.79,8.9 Oz,84 g,770.0,260.0,3,16 g,7 g,0 g,75 mg,430 mg,21 g,1 g,2 g,0 g,8 g,0.3 mcg,100 mg,1.4 mg,130 mg,,,,,,,,,,,,,,,,,,,,,
Cinnamon Bun Inspired Pancake & Waffle Mix,$3.99,16 Oz,50 g,300.0,182.0,9,2.0 g,1.0 g,0 g,0 mg,480 mg,37 g,1 g,12 g,10 g,4 g,0.0 mcg,70 mg,1.5 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Blue Cheese Stuffed Chalkidiki Olives,$6.99,22.9 Oz,15 g,25.0,22.5,25,2.5 g,1 g,0 g,5 mg,130 mg,0 g,0 g,0 g,0 g,0 g,0.0 mcg,20 mg,0.0 mg,0 mg,,,,,,,,,,,,,,,,,,,,,
Pretzel Bread Pudding,$4.49,7.6 Oz,108 g,660.0,324.0,2,16 g,10 g,0 g,70 mg,610 mg,40 g,1 g,23 g,21 g,5 g,0.2 mcg,60 mg,1.4 mg,80 mg,,,,,,,,,,,,,,,,,,,,,
Stollen Crisps,$4.29,5.3 Oz,30 g,80.0,80.5,5,0.5 g,0 g,0 g,0 mg,100 mg,17 g,0 g,10 g,6 g,2 g,0.0 mcg,20 mg,0.4 mg,10 mg,,,,,,,,,,,,,,,,,,,,,
Figgy Cheddar,$10.99,1 Lb,28 g,110.0,113.0,,9g,5g,0g,20mg,190mg,2g,0g,1g,1g,6g,0.1mcg,200mg,0.1mg,30mg,,,,,,,,,,,,,,,,,,,,,
Dolce Creamy Gorgonzola Style Cheese,$4.99,8 Oz,28 g,100.0,100.0,8,8 g,5 g,0 g,20 mg,140 mg,1 g,0 g,0 g,0 g,6 g,0.0 mcg,120 mg,0.0 mg,30 mg,,,,,,,,,,,,,,,,,,,,,
